dataset_index,unrelated_index,shuffled_blur_index,paired_clean_blur__positive_jaccard,paired_clean_blur__weighted_jaccard,paired_clean_blur__cosine_similarity,paired_clean_blur__top16_jaccard,paired_clean_blur__top32_jaccard,paired_clean_blur__top64_jaccard,paired_clean_blur__top128_jaccard,unrelated_clean_clean__positive_jaccard,unrelated_clean_clean__weighted_jaccard,unrelated_clean_clean__cosine_similarity,unrelated_clean_clean__top16_jaccard,unrelated_clean_clean__top32_jaccard,unrelated_clean_clean__top64_jaccard,unrelated_clean_clean__top128_jaccard,unrelated_clean_blur__positive_jaccard,unrelated_clean_blur__weighted_jaccard,unrelated_clean_blur__cosine_similarity,unrelated_clean_blur__top16_jaccard,unrelated_clean_blur__top32_jaccard,unrelated_clean_blur__top64_jaccard,unrelated_clean_blur__top128_jaccard,shuffled_clean_blur__positive_jaccard,shuffled_clean_blur__weighted_jaccard,shuffled_clean_blur__cosine_similarity,shuffled_clean_blur__top16_jaccard,shuffled_clean_blur__top32_jaccard,shuffled_clean_blur__top64_jaccard,shuffled_clean_blur__top128_jaccard
10,15,285,0.99154132604599,0.7949897646903992,0.9471128582954407,0.43903201818466187,0.4526349902153015,0.4660460650920868,0.49020448327064514,0.9829527735710144,0.6040630340576172,0.8021690845489502,0.02673565223813057,0.028212951496243477,0.04400372505187988,0.0823335275053978,0.9820087552070618,0.5931881666183472,0.8004308342933655,0.03286486491560936,0.03464478254318237,0.04800340160727501,0.0865282341837883,0.9784505367279053,0.5942062735557556,0.7962567806243896,0.03348013758659363,0.0357491560280323,0.04962635785341263,0.08885826170444489
11,681,200,0.9885044097900391,0.7803841233253479,0.9391860961914062,0.3991521894931793,0.4229848384857178,0.4183558225631714,0.4482278823852539,0.9742348194122314,0.5828571915626526,0.7764911651611328,0.046727120876312256,0.05149811878800392,0.059401050209999084,0.08755519241094589,0.9747070074081421,0.5838410258293152,0.7873377799987793,0.06103801727294922,0.060120366513729095,0.0684904083609581,0.09378530085086823,0.9809367656707764,0.5707448720932007,0.8069063425064087,0.026733199134469032,0.03494676202535629,0.05237390846014023,0.08707750588655472
12,766,764,0.9938111901283264,0.8097940683364868,0.9624230265617371,0.49417203664779663,0.4767794609069824,0.46850669384002686,0.49101078510284424,0.9739013910293579,0.5938049554824829,0.79746413230896,0.05403029918670654,0.0568823516368866,0.07186732441186905,0.10142101347446442,0.9769887328147888,0.583476722240448,0.8104985952377319,0.06979895383119583,0.06325484812259674,0.07142554968595505,0.09893523156642914,0.9735517501831055,0.5960065126419067,0.7871394157409668,0.06886833906173706,0.06531627476215363,0.0772169828414917,0.10959643870592117
13,701,892,0.9868993163108826,0.733246922492981,0.910574734210968,0.2693651020526886,0.27135196328163147,0.28916558623313904,0.3347170948982239,0.9771581888198853,0.601198136806488,0.8041375279426575,0.053603753447532654,0.0524493046104908,0.0646362230181694,0.09956758469343185,0.9798698425292969,0.6144764423370361,0.8154405951499939,0.0503871850669384,0.052211906760931015,0.0647711232304573,0.09759629517793655,0.9821902513504028,0.6219184398651123,0.8195730447769165,0.0553969144821167,0.050937019288539886,0.06070839613676071,0.0937115028500557
14,784,692,0.9982933402061462,0.9391675591468811,0.9938032627105713,0.7883573174476624,0.7846624255180359,0.7856149077415466,0.8046135902404785,0.9804330468177795,0.6206130385398865,0.8236187100410461,0.07570856809616089,0.07575201243162155,0.0793563574552536,0.105331651866436,0.9801511764526367,0.6169409155845642,0.8198361396789551,0.0855516716837883,0.08154396712779999,0.08123985677957535,0.10721772909164429,0.9776037931442261,0.5894842743873596,0.8005580306053162,0.04416217654943466,0.047300342470407486,0.05952194705605507,0.09134674072265625
15,455,96,0.9923979043960571,0.7349380254745483,0.9393126368522644,0.331086665391922,0.3226146101951599,0.34007343649864197,0.38070210814476013,0.9835933446884155,0.6220849752426147,0.8277595639228821,0.07848258316516876,0.06805623322725296,0.07499047368764877,0.10668259859085083,0.9838216304779053,0.6192849278450012,0.8287938237190247,0.0879819318652153,0.07500677555799484,0.07844115048646927,0.10523899644613266,0.9827769994735718,0.6055603623390198,0.8153328895568848,0.05656392127275467,0.053641922771930695,0.060973018407821655,0.09236835688352585
16,797,467,0.989587664604187,0.7436394691467285,0.9237261414527893,0.23042160272598267,0.2344534695148468,0.2575233280658722,0.30862656235694885,0.9814854860305786,0.6240634918212891,0.828284740447998,0.0320424884557724,0.033225931227207184,0.05161816626787186,0.0889836922287941,0.9846691489219666,0.6261829137802124,0.8349823951721191,0.033676259219646454,0.03807034716010094,0.05521784722805023,0.09105104953050613,0.9790369868278503,0.6173328161239624,0.814937949180603,0.03137071058154106,0.03411943465471268,0.04619958996772766,0.08103770762681961
17,973,181,0.9946095943450928,0.708977222442627,0.9289617538452148,0.22207355499267578,0.2057335525751114,0.2117411345243454,0.25370410084724426,0.9858831167221069,0.6036840677261353,0.833590567111969,0.051277972757816315,0.05164675787091255,0.06371346861124039,0.09598857164382935,0.9865038990974426,0.596199095249176,0.8395805358886719,0.059574633836746216,0.0616111122071743,0.07056699693202972,0.10018672794103622,0.9871030449867249,0.6068001389503479,0.8411150574684143,0.053952790796756744,0.04739079996943474,0.05598991736769676,0.08909114450216293
18,865,301,0.9898698329925537,0.7137472629547119,0.9259333610534668,0.27939921617507935,0.3094329237937927,0.3050976097583771,0.3334219753742218,0.9785186648368835,0.5966211557388306,0.7998841404914856,0.02677854150533676,0.039452940225601196,0.05807962268590927,0.09516604989767075,0.9782208800315857,0.5971793532371521,0.8091570138931274,0.051326848566532135,0.05951717495918274,0.07061271369457245,0.10229840129613876,0.97544926404953,0.5961021184921265,0.7933587431907654,0.03677364066243172,0.037659112364053726,0.05470089986920357,0.08790118247270584
19,371,484,0.9840119481086731,0.758070707321167,0.910927414894104,0.2609577178955078,0.26840099692344666,0.2975517809391022,0.34209951758384705,0.9799953103065491,0.6138255596160889,0.8172407746315002,0.04095969721674919,0.04475298523902893,0.056021612137556076,0.09292878955602646,0.98106849193573,0.6222090125083923,0.8211042284965515,0.03621005639433861,0.04253993555903435,0.05670347437262535,0.09073483198881149,0.9800752997398376,0.6355358958244324,0.8213542699813843,0.062480345368385315,0.05625094473361969,0.06468210369348526,0.09448913484811783
20,813,682,0.991443395614624,0.7805094718933105,0.9452880620956421,0.3853248953819275,0.40778064727783203,0.421876460313797,0.4407799243927002,0.9833448529243469,0.6330628395080566,0.8291858434677124,0.042629122734069824,0.047943901270627975,0.06305623799562454,0.098056361079216,0.9826745390892029,0.631654679775238,0.8281335234642029,0.053485363721847534,0.05614975467324257,0.07121551036834717,0.10832013934850693,0.982042670249939,0.6282674074172974,0.8186150193214417,0.055298835039138794,0.05290961638092995,0.06371120363473892,0.09439549595117569
21,919,302,0.9962519407272339,0.8002510070800781,0.96184903383255,0.5432649850845337,0.48633626103401184,0.4408872127532959,0.44199755787849426,0.9838798642158508,0.6233437657356262,0.8254764676094055,0.06086183339357376,0.05699708312749863,0.06571409851312637,0.0966351255774498,0.9824819564819336,0.6156864166259766,0.8227238655090332,0.05875071510672569,0.057437535375356674,0.06685387343168259,0.09947379678487778,0.9829375147819519,0.6210148930549622,0.8237016201019287,0.0640353187918663,0.057036660611629486,0.06628354638814926,0.09881100058555603
22,577,221,0.993127167224884,0.7366026043891907,0.9285495281219482,0.29013392329216003,0.2693958580493927,0.2663581073284149,0.2963853180408478,0.9823131561279297,0.5988671183586121,0.8082927465438843,0.0370255708694458,0.04275396838784218,0.05912088602781296,0.09995041787624359,0.9834586977958679,0.6056893467903137,0.8132741451263428,0.04791158437728882,0.0500517264008522,0.06151700019836426,0.09887008368968964,0.9852755069732666,0.6180522441864014,0.834669828414917,0.08943217247724533,0.07615223526954651,0.07473700493574142,0.09884437173604965
23,585,107,0.992853581905365,0.8671010732650757,0.9642663598060608,0.6161385774612427,0.6020978093147278,0.5858544111251831,0.6212770938873291,0.9764888286590576,0.6279242038726807,0.8136982917785645,0.10066316276788712,0.09718640148639679,0.09774565696716309,0.1267319917678833,0.978323757648468,0.6292149424552917,0.8174906969070435,0.10259326547384262,0.09916874766349792,0.097325399518013,0.12499235570430756,0.9851126670837402,0.6303094625473022,0.8351646065711975,0.064483642578125,0.057795945554971695,0.0657377690076828,0.09890501946210861
24,180,205,0.9915174841880798,0.7791493535041809,0.9418458342552185,0.48541831970214844,0.46364927291870117,0.45533040165901184,0.4746409058570862,0.980111837387085,0.5997035503387451,0.8030853271484375,0.06590715795755386,0.06867209821939468,0.0721137672662735,0.10060467571020126,0.9794817566871643,0.6065865159034729,0.805530309677124,0.06677591055631638,0.0641847625374794,0.07100046426057816,0.10402107238769531,0.9828721284866333,0.6019344925880432,0.797356128692627,0.025799425318837166,0.0344344899058342,0.050940871238708496,0.09039066731929779
25,10,228,0.9911102056503296,0.7293316721916199,0.9271482825279236,0.2723199129104614,0.26900994777679443,0.2736605703830719,0.31114476919174194,0.9793182611465454,0.6051173210144043,0.7956947684288025,0.03545839339494705,0.03849339112639427,0.052754249423742294,0.08500818908214569,0.980083703994751,0.6154665350914001,0.8069307804107666,0.05379224196076393,0.04923832044005394,0.058733005076646805,0.08628570288419724,0.9792279601097107,0.6146162748336792,0.8152492046356201,0.05533939227461815,0.05333767831325531,0.06496526300907135,0.09834270179271698
