intervention_name,num_features,n_samples,mean_true_logit_change,median_true_logit_change,mean_margin_change,median_margin_change,margin_change_95CI_low,margin_change_95CI_high,percent_margin_improved,num_predictions_recovered,recovery_rate,paired_pvalue,effect_size,random_control_mean,random_control_std,random_empirical_pvalue,magnitude_matched_control_mean,magnitude_matched_control_std,magnitude_matched_empirical_pvalue
combo_22739_6966,2,190,0.310026038791004,0.13558030128479004,0.13639233739752518,0.04568147659301758,0.07579521053715756,0.2027802875167445,64.21052631578948,12,0.06315789473684211,1.700527785659983e-05,0.2943350328105787,,,,,,
combo_6730_3122_22739,3,190,0.15468728777609372,0.06254029273986816,0.021524520924216823,0.014984130859375,-0.012518272995948791,0.05532147658498661,58.42105263157895,8,0.042105263157894736,0.05617030984699732,0.08673171309228729,,,,,,
combo_6730_3122_6966,3,190,0.2195591528164713,0.11930322647094727,0.11035353886453729,0.03953695297241211,0.071090311157076,0.15484366661623902,64.21052631578948,8,0.042105263157894736,1.2655087292016008e-06,0.3603552028116692,,,,,,
combo_6730_22739_6966,3,190,0.31309465311075513,0.14278346300125122,0.14151678587261,0.05373954772949219,0.08104232985722391,0.20849201365521078,63.68421052631579,11,0.05789473684210526,5.298418163946482e-06,0.3020532625289761,,,,,,
combo_3122_22739_6966,3,190,0.3115246902955206,0.14532256126403809,0.13596529835148863,0.04991865158081055,0.07594317414258656,0.2013008894418415,65.78947368421053,11,0.05789473684210526,1.4825072684491998e-05,0.2963452843628338,,,,,,
reverse_candidate_6730,1,190,1.0590804250616775e-06,-0.0004730224609375,-0.0006750407971833881,0.00047969818115234375,-0.0049638342229943525,0.0034038514212558144,51.578947368421055,0,0.0,0.6437647360539904,-0.022891228357955526,,,,,,
reverse_candidate_3122,1,190,-0.0020081043243408204,-0.0017218589782714844,-0.0017094160381116365,-0.0007433891296386719,-0.005706676181993987,0.002302107685490657,48.94736842105264,0,0.0,0.605994038259638,-0.060785346195743904,,,,,,
reverse_candidate_22739,1,190,-0.11249343470523232,-0.028553009033203125,-0.06810210880480315,-0.019539833068847656,-0.09721546078983107,-0.04248910527480278,29.47368421052631,0,0.0,2.3690796110659186e-09,-0.35477989279885197,,,,,,
reverse_candidate_6966,1,190,-0.1722089089845356,-0.07377433776855469,-0.11618371762727436,-0.04804086685180664,-0.16101721474998876,-0.07619361319039998,29.47368421052631,2,0.010526315789473684,1.565878624763189e-09,-0.3862541629993407,,,,,,
reverse_candidate_top_1,1,190,1.0590804250616775e-06,-0.0004730224609375,-0.0006750407971833881,0.00047969818115234375,-0.0049638342229943525,0.0034038514212558144,51.578947368421055,0,0.0,0.6437647360539904,-0.022891228357955526,,,,,,
reverse_candidate_top_2,2,190,-0.002043591047588148,-0.0007557868957519531,-0.0024110944647538035,0.0007529258728027344,-0.00785181309047498,0.0033938800661187413,52.10526315789473,0,0.0,0.907178235761731,-0.05974376304060607,,,,,,
reverse_candidate_top_3,3,190,-0.11266763084813168,-0.0372014045715332,-0.0695179638109709,-0.02881622314453125,-0.09942415337813527,-0.04403393048989147,31.57894736842105,0,0.0,1.9413441049751216e-08,-0.35988245964168913,,,,,,
reverse_candidate_top_4,4,190,-0.4869906827023155,-0.1692185401916504,-0.2660980977510151,-0.08197975158691406,-0.36274983293131774,-0.18765318010982718,26.842105263157894,6,0.031578947368421054,3.757525740479454e-13,-0.44164517771748146,,,,,,
reverse_global_top_1,1,190,1.0590804250616775e-06,-0.0004730224609375,-0.0006750407971833881,0.00047969818115234375,-0.0049638342229943525,0.0034038514212558144,51.578947368421055,0,0.0,0.6437647360539904,-0.022891228357955526,,,,,,
reverse_global_top_2,2,190,-0.002043591047588148,-0.0007557868957519531,-0.0024110944647538035,0.0007529258728027344,-0.00785181309047498,0.0033938800661187413,52.10526315789473,0,0.0,0.907178235761731,-0.05974376304060607,,,,,,
reverse_global_top_4,4,190,-0.4869906827023155,-0.1692185401916504,-0.2660980977510151,-0.08197975158691406,-0.36274983293131774,-0.18765318010982718,26.842105263157894,6,0.031578947368421054,3.757525740479454e-13,-0.44164517771748146,,,,,,
reverse_global_top_8,8,190,-0.3943077714819657,-0.14174747467041016,-0.23410411884910182,-0.09803056716918945,-0.31258673805939524,-0.16431600984774145,28.947368421052634,3,0.015789473684210527,1.3147727939280567e-12,-0.4566849467789742,,,,,,
reverse_global_top_16,16,190,-0.433818372927214,-0.1746387481689453,-0.27135746604517885,-0.12436103820800781,-0.35142679785427294,-0.1989561750386891,26.842105263157894,5,0.02631578947368421,1.5542500476765226e-14,-0.50264406029649,,,,,,
reverse_global_top_32,32,190,-0.4836128084283126,-0.20386123657226562,-0.311218776200947,-0.1504983901977539,-0.39773363445934495,-0.2325222883726422,23.157894736842106,6,0.031578947368421054,2.202853150845263e-15,-0.5309738882052891,,,,,,
