feature_index,mean_clean_activation,mean_blur_activation,mean_blur_minus_clean,standardized_change,direction_consistency,mean_change_correct_correct,mean_change_correct_wrong,failure_group_difference,pearson_delta_margin,pearson_pvalue,pearson_qvalue,affine_scale,affine_intercept
14024,14.989670382793978,17.47395095976119,2.484276533126831,0.3751746879373084,0.8886,2.3375625610351562,3.1298975944519043,0.792335033416748,-0.11185918748378754,2.146600658117499e-15,8.665826856820344e-12,0.6364662051200867,3.8680906295776367
17581,13.6840464809231,14.883359578568475,1.1993141174316406,0.20640378140920518,0.749,1.1299797296524048,1.3744125366210938,0.24443280696868896,-0.08141516894102097,8.163124398663513e-09,6.59090663948092e-06,0.6506993770599365,3.999453544616699
24203,11.220115688510543,11.89719635012401,0.6770801544189453,0.1342172962623743,0.6648,0.5982785820960999,0.9830793738365173,0.3848007917404175,-0.07658576220273972,5.892201571100486e-08,3.3981168203618086e-05,0.6465154886245728,3.5283942222595215
4126,11.608699088388827,10.918272803761258,-0.6904260516166687,-0.14542834060883103,0.6976,-0.6688659191131592,-0.8551571369171143,-0.18629121780395508,0.05782086402177811,4.295974940760061e-05,0.004817458565513435,0.6805863380432129,4.1778717041015625
23603,11.472393437835954,12.109091921548018,0.6366979479789734,0.12576347222179754,0.6598,0.5794988870620728,0.9250093102455139,0.34551042318344116,-0.05012393370270729,0.00039166148053482175,0.026352289948651256,0.6778232455253601,3.2645697593688965
17460,11.061766443621337,11.612014931843389,0.550248384475708,0.11047463296212952,0.6388,0.4971747398376465,0.9480244517326355,0.450849711894989,-0.05854756012558937,3.4360025892965496e-05,0.003989260943697965,0.6477363705635071,3.5402421951293945
10584,11.355044641417173,11.84988366041515,0.4948378801345825,0.10267038236567251,0.6278,0.4733906388282776,0.6919750571250916,0.21858441829681396,-0.063479483127594,7.05304000803153e-06,0.0010833997956709667,0.6741881370544434,3.3659937381744385
22116,10.964507164960397,10.415441791162207,-0.549065887928009,-0.12217246820959529,0.6714,-0.5520658493041992,-0.6501549482345581,-0.09808909893035889,0.049695394933223724,0.00043927921797148883,0.02770890942110782,0.6722361445426941,3.9628708362579346
7015,10.390833186967747,10.873983759575964,0.483150452375412,0.10578481036338229,0.6294,0.44613850116729736,0.6602658629417419,0.21412736177444458,-0.05958960950374603,2.483255957486108e-05,0.003037849787991339,0.6686325669288635,3.1201331615448
7739,11.425992995645464,10.890552673198865,-0.535439670085907,-0.11074814632934561,0.6606,-0.5308645367622375,-0.7413421869277954,-0.21047765016555786,0.05232459679245949,0.0002143098827218637,0.016637865318233917,0.6791812777519226,4.029333591461182
9938,10.859898547878899,11.299730177728344,0.43983182311058044,0.09536159660305615,0.6202,0.397668719291687,0.7360193729400635,0.33835065364837646,-0.06340300291776657,7.234726581373252e-06,0.0010833997956709667,0.664089024066925,3.3558716773986816
16162,11.429519951933987,11.021665373297788,-0.407853901386261,-0.08505153149839545,0.6246,-0.41268986463546753,-0.5674148201942444,-0.15472495555877686,0.049761634320020676,0.00043157750042155385,0.027655212209552586,0.6770952939987183,3.9668023586273193
23283,14.517788884942926,14.109863094652841,-0.4079263508319855,-0.050381788618158854,0.6098,-0.4065788984298706,-0.44267743825912476,-0.03609853982925415,0.0686744898557663,1.1706525810950552e-06,0.0003938270391567282,0.452208548784256,8.137187957763672
14984,55.86955394856969,59.71070377986192,3.8411507606506348,0.026307792701467676,0.7354,3.567645311355591,4.900162696838379,1.332517385482788,-0.06549158692359924,3.5733341974264476e-06,0.0006629806582623132,0.3526715636253357,34.81128692626953
