feature_index,mean_clean_activation,mean_blur_activation,mean_blur_minus_clean,standardized_change,direction_consistency,mean_change_correct_correct,mean_change_correct_wrong,failure_group_difference,pearson_delta_margin,pearson_pvalue,pearson_qvalue,affine_scale,affine_intercept
8041,2.0413100719451904e-07,0.0,-2.0413101253780042e-07,-0.0010101530863780663,0.0002,-3.0586005550503614e-07,0.0,3.0586005550503614e-07,-0.002888929331675172,0.8381763696670532,0.9975714498509674,0.0,2.0413101253780042e-07
8042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8045,2.1184062471195143e-07,0.0,-2.1184062859447295e-07,-0.0011410864332728832,0.0004,-3.17411803507639e-07,0.0,3.17411803507639e-07,-0.008301624096930027,0.5572868585586548,0.9975714498509674,0.0,2.1184062859447295e-07
8046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8049,8.811203040638748e-07,0.0,-8.811202860670164e-07,-0.001277762336251212,0.0002,-1.3202281934354687e-06,0.0,1.3202281934354687e-06,-0.0086783142760396,0.5395406484603882,0.9975714498509674,0.0,8.811202860670164e-07
8050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8052,3.7664579493658886e-07,6.214012296832337e-08,-3.1450565529667074e-07,-0.0011894007192437535,0.0002,-5.643478857564332e-07,4.679226321968599e-07,1.032270574796712e-06,0.001172065851278603,0.9339653253555298,0.9975714498509674,-1.6385150729547604e-06,3.76645886035476e-07
8053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8054,4.996015101063009e-07,0.0,-4.996015263714071e-07,-0.0010701450682829878,0.0002,-7.485788273697835e-07,0.0,7.485788273697835e-07,-0.005509919952601194,0.6968919634819031,0.9975714498509674,0.0,4.996015263714071e-07
8055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8057,8.553854969083047e-07,0.0,-8.553853945159062e-07,-0.0015730446358432557,0.0004,-1.2816683465644019e-06,0.0,1.2816683465644019e-06,-0.0002209031517850235,0.9875409603118896,0.9975714498509674,0.0,8.55385508202744e-07
8058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8062,0.0,1.0026127708201506e-07,1.0026127483797609e-07,0.0010026127483797609,0.0002,0.0,7.549795100203482e-07,7.549795100203482e-07,-0.04957796633243561,0.0004532391612883657,0.015613182628061622,0.0,0.0
8063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
