feature_index,mean_clean_activation,mean_blur_activation,mean_blur_minus_clean,standardized_change,direction_consistency,mean_change_correct_correct,mean_change_correct_wrong,failure_group_difference,pearson_delta_margin,pearson_pvalue,pearson_qvalue,affine_scale,affine_intercept
22739,16.01638674106107,22.180733065992516,6.164344787597656,0.8386397043932634,0.934,5.578192710876465,8.1590576171875,2.580864906311035,-0.22804127633571625,5.24729911680901e-25,1.4031277838347294e-21,0.1781361848115921,12.065195083618164
6966,16.38735039089641,20.60017728508013,4.212828159332275,0.524755121529091,0.8855,3.8003649711608887,5.460268020629883,1.6599030494689941,-0.17599885165691376,2.2280193708317138e-15,1.4894309494010007e-12,0.282622367143631,10.565279960632324
17814,21.426335211278985,25.23698618498973,3.810654640197754,0.2962439862083463,0.8445,3.470646381378174,4.920628547668457,1.4499821662902832,-0.17979232966899872,5.422701751948479e-16,4.833434828236744e-13,0.5325905084609985,7.985355854034424
14024,13.523917977647086,14.823326987354845,1.299407958984375,0.21164601531479582,0.7225,1.0544368028640747,1.980779767036438,0.9263429641723633,-0.18071909248828888,3.8212700275295683e-16,4.833434828236744e-13,0.5526609420776367,5.331644058227539
23934,8.028169119413567,9.035175600715723,1.0070059299468994,0.3000183119707112,0.7975,0.9214670658111572,1.2598462104797363,0.3383791446685791,-0.11471232771873474,2.6913087936009106e-07,5.535815164683719e-05,0.5742664933204651,2.8395707607269287
24140,10.126970666579307,11.421747350848698,1.2947779893875122,0.28852960993851723,0.795,1.1911001205444336,1.6370829343795776,0.44598281383514404,-0.11547641456127167,2.2384122644325544e-07,5.046813825515528e-05,0.5898035168647766,3.390383720397949
19872,9.670050281443647,10.859435391702062,1.189386010169983,0.285358719945882,0.7775,1.0673037767410278,1.583348274230957,0.5160444974899292,-0.1105566918849945,7.182757144619245e-07,0.00010670384780395479,0.5459326505661011,3.741529703140259
8904,12.428897229565326,14.171434648970408,1.7425392866134644,0.30443032721720925,0.8185,1.6610009670257568,2.1240057945251465,0.46300482749938965,-0.09488334506750107,2.1353196643758565e-05,0.0009844559969898346,0.6406169533729553,3.350435733795166
16639,9.880536718775232,11.490344180507984,1.6098072528839111,0.36505812447447783,0.8635,1.4383705854415894,2.04185152053833,0.6034809350967407,-0.06987342983484268,0.0017677770229056478,0.01674363492710287,0.5898424983024597,3.1030430793762207
4877,10.247905106064483,11.813587434475062,1.5656803846359253,0.35724808511330103,0.837,1.397667407989502,1.8049312829971313,0.4072638750076294,-0.06857653707265854,0.002151125343516469,0.018921411738694206,0.5519259572029114,3.727679967880249
16319,9.848176595398757,11.035312860735027,1.1871353387832642,0.28909462461506125,0.7875,1.1260707378387451,1.380028247833252,0.25395750999450684,-0.08566978573799133,0.00012509185762610286,0.0028108876243041936,0.48282575607299805,4.52004337310791
6095,10.269207548138553,11.645357928486485,1.3761484622955322,0.2998912266700431,0.8165,1.2871716022491455,1.7043285369873047,0.4171569347381592,-0.07698623836040497,0.0005691826227121055,0.007736155100641866,0.5719452500343323,3.6087000370025635
24203,9.803554603961487,10.890670405034479,1.0871151685714722,0.2516116597943882,0.7625,0.9565632343292236,1.5320512056350708,0.5754879713058472,-0.09739772975444794,1.2804996913473587e-05,0.0007285225903537951,0.5467143654823303,3.84946870803833
21607,9.11982579289027,10.093175071962177,0.9733491539955139,0.2516124358490768,0.784,0.8959213495254517,1.2378671169281006,0.3419457674026489,-0.09356433153152466,2.7784830308519304e-05,0.0011608849413278222,0.5856318473815918,3.2089409828186035
14446,10.220536040787623,11.308290982946412,1.0877550840377808,0.24185149085596436,0.7545,0.9470607042312622,1.483667016029358,0.5366063117980957,-0.09384423494338989,2.6282570615876466e-05,0.0011335418359169948,0.5486353039741516,4.016408443450928
489,10.347341584293,11.521404007024085,1.1740622520446777,0.2374140815334818,0.7515,0.9965717792510986,1.6261500120162964,0.6295782327651978,-0.09416113793849945,2.4674582164152525e-05,0.0010996638784490642,0.5771083831787109,3.6982429027557373
16721,10.798956011133972,12.150746526833737,1.3517887592315674,0.28501681181771427,0.8225,1.3249881267547607,1.6394740343093872,0.31448590755462646,-0.06983339041471481,0.001778610167093575,0.01674363492710287,0.6367136240005493,3.0624101161956787
3122,9.284903540832333,10.35165733543735,1.0667545795440674,0.262701047413626,0.7735,0.969667911529541,1.2937648296356201,0.3240969181060791,-0.07807162404060364,0.0004747374332509935,0.006752382428261471,0.5892671942710876,3.185011386871338
10363,10.038977458367153,10.861204182487214,0.8222274780273438,0.19648664726994677,0.688,0.6171674132347107,1.382854700088501,0.7656872868537903,-0.11565528064966202,2.1435050712170778e-07,5.046813825515528e-05,0.5300003290176392,4.282535552978516
18042,10.019393566744688,10.854627539904323,0.835234522819519,0.19091852186179273,0.7185,0.7292159199714661,1.1459137201309204,0.41669780015945435,-0.11093568801879883,6.577146791642008e-07,0.00010345465012265135,0.5713725686073303,3.817357301712036
13598,8.094985727838981,8.718113007758602,0.6231265068054199,0.17570770190337062,0.694,0.5422410368919373,0.7950537204742432,0.2528126835823059,-0.12359428405761719,2.937508547518064e-08,9.818622320079129e-06,0.5799967646598816,3.038508415222168
12018,10.373020316257085,11.374462437812696,1.0014410018920898,0.2081240398238324,0.739,0.8359497785568237,1.4741441011428833,0.6381943225860596,-0.09767455607652664,1.2094528756279033e-05,0.0007030602150932638,0.6091194748878479,3.4446136951446533
15982,13.553283482122103,15.136770490064304,1.5834856033325195,0.225889062528525,0.798,1.3926379680633545,2.0520923137664795,0.659454345703125,-0.08238585293292999,0.0002256888255942613,0.004220223214259124,0.6173691749572754,4.20830774307251
7212,9.955221690331681,11.096105478764938,1.1408833265304565,0.2632786302425094,0.788,1.0767005681991577,1.3149670362472534,0.2382664680480957,-0.06948628276586533,0.0018750836607068777,0.017302955690406494,0.5910741686820984,3.3966000080108643
19599,11.58939051983569,12.54555260506759,0.9561623334884644,0.19087920498030847,0.7215,0.8913862705230713,1.2438139915466309,0.35242772102355957,-0.1033991202712059,3.5921439121011645e-06,0.00029948154245657325,0.6198668479919434,3.8128182888031006
12604,10.502668006544335,11.17400401081523,0.6713365912437439,0.1517650075687539,0.664,0.5129444599151611,1.1262850761413574,0.6133406162261963,-0.14056174457073212,2.727089110088343e-10,1.458447256075246e-07,0.5521131753921509,4.333353519439697
24300,9.483877995218531,10.382232568128064,0.898354172706604,0.21800850285679124,0.7325,0.7640874981880188,1.2659542560577393,0.5018667578697205,-0.08779386430978775,8.445344428764656e-05,0.0021622365224175156,0.5833601951599121,3.4272968769073486
